Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Malawi,53.125,56.16666667,50.54166667,48.91666667,36.83333333,33.08333333,32.25,27.71527778,25.27777778,25.25,24.625,23.75,32.32986111,46.01117424,44.28958333,44.38721591,44.11208333,38.59291667,32.29,25.67430556,
Malaysia,7.673333333,7.126666667,6.528333333,6.300833333,6.045833333,5.9525,6.485833333,6.409166667,6.08,5.084166667,5,4.915,4.785833333,4.6498,4.587025,4.565375,4.531066667,4.608078086,4.928440385,4.876892949,3.944207692
Nicaragua,18.143253,18.55305215,18.2951854,15.54921902,13.49143645,12.10136045,11.57579373,13.04146496,13.16935036,14.04467463,13.31996686,10.53783509,11.99430816,14.98460189,13.53794136,12.05235462,11.43829745,10.78060443,10.89578545,12.45726008,11.17539903
Netherlands,4.791666667,5,3.958333333,3,2.75,2.770833333,3.541666667,4.604166667,4.604166667,1.983333333,1.75,2,1.625,1.5,,,,,,,
Norway,,,,,,,,,,,,,,4.35,4.211666667,3.5,3.07,3.005833333,2.925833333,3.235833333,2.6975
New Zealand,7.81455132,7.595094659,7.175853507,6.996775601,7.102148017,7.762560162,8.192156146,8.612206614,8.938532681,6.656759796,6.255454248,6.108832515,5.82383752,5.5330696,5.804166667,5.7625,5.020833333,4.76,0,,
Pakistan,,,,,7.2575,9.071666667,10.9875,11.76833333,12.93583333,14.5375,14.0425,14.41916667,13.51916667,11.98583333,11.73,10.15583333,8.755,8.21,8.530833333,12.2330548,10.75774943
Panama,10.47916667,10.97166667,10.5825,9.925833333,8.823333333,8.665,8.6825,8.793333333,7.905833333,7.626666667,7.310833333,7.518333333,7.724166667,7.403333333,6.935,6.495,6.598797873,6.766060566,6.882799663,7.09,7.008333333
Peru,29.99583333,24.97833333,20.76535729,21.01566497,24.67456406,25.53383577,23.93333333,22.85564806,23.6734449,21.04192333,18.97686833,18.677925,19.23690833,18.13925,15.74331667,16.10582778,16.4662,16.78749167,14.539125,14.38545,12.93833333
Philippines,10.90725,12.40158333,9.1385,9.471666667,10.079,10.18491667,9.778666667,8.691416667,8.751083333,8.566166667,7.672666667,6.66325,5.6795,5.766833333,5.525916667,5.57825,5.642,5.62725,6.1185,7.095833333,
